Class,Weapon,Attachment,Attachment Type,Unlock
All,MTAR-21,HD-33 (1X),Optic,BattlePack
All,Phantom,Iron Sights,Optic,Default
All,Phantom,Stabilizer,Accessory,Default
All,Phantom,Broadhead,Ammo,Default
All,Phantom,Bullet Point,Ammo,Default
All,Phantom,Explosive Tip,Ammo,Default
All,Groza-1,Iron Sights,Optic,Default
All,Groza-1,Target Detector,Accessory,Default
All,Groza-1,Compensator,Barrel,Default
All,Groza-1,Vertical Grip,Underbarrel,Default
All,Groza-1,Kobra (RDS),Optic,10 Kills
All,Groza-1,Laser Sight,Accessory,20 Kills
All,Groza-1,PKA-S (1X),Optic,30 Kills
All,Groza-1,PK-A (3.4X),Optic,40 Kills
All,Groza-1,PSO-1 (4X),Optic,50 Kills
All,Groza-1,Flash Light,Accessory,60 Kills
All,Groza-1,Reflex (RDS),Optic,BattlePack
All,Groza-1,Coyote (RDS),Optic,BattlePack
All,Groza-1,Holo (1X),Optic,BattlePack
All,Groza-1,HD-33 (1X),Optic,BattlePack
All,Groza-1,IRNV (IR 1X),Optic,BattlePack
All,Groza-1,FLIR (IR 2X),Optic,BattlePack
All,Groza-1,M145 (3.4X),Optic,BattlePack
All,Groza-1,PRISMA (3.4X),Optic,BattlePack
All,Groza-1,ACOG (4X),Optic,BattlePack
All,Groza-1,JGM-4 (4X),Optic,BattlePack
All,Groza-1,Tactical Light,Accessory,BattlePack
All,Groza-1,Tri Beam Laser,Accessory,BattlePack
All,Groza-1,Green Laser Sight,Optic,BattlePack
All,Groza-1,Laser/Light Combo,Accessory,BattlePack
All,QBS-09,Iron Sights,Optic,Default
All,QBS-09,12G Buckshot,Ammo,Default
All,QBS-09,Duckbill,Barrel,10 Kills
All,QBS-09,Coyote (RDS),Optic,20 Kills
All,QBS-09,Laser Sight,Accessory,30 Kills
All,QBS-09,Stubby Grip,Underbarrel,40 Kills
All,QBS-09,Full Choke,Barrel,50 Kills
All,QBS-09,JGM-4 (4X),Optic,60 Kills
All,QBS-09,Canted Iron Sights,Accessory,70 Kills
All,QBS-09,Angled Grip,Underbarrel,80 Kills
All,QBS-09,12G Slug,Ammo,90 Kills
All,QBS-09,HD-33 (1X),Optic,100 Kills
All,QBS-09,Magnifier (2X),Accessory,110 Kills
All,QBS-09,Modified Choke,Barrel,120 Kills
All,QBS-09,12G Dart,Ammo,130 Kills
All,QBS-09,PRISMA (3.4X),Optic,140 Kills
All,QBS-09,ERGO Grip,Underbarrel,150 Kills
All,QBS-09,Flash Light,Accessory,160 Kills
All,QBS-09,12G Frag,Ammo,170 Kills
All,QBS-09,FLIR (IR 2X),Optic,BattlePack
All,QBS-09,ACOG (4X),Optic,BattlePack
All,QBS-09,Compensator,Barrel,BattlePack
All,QBS-09,Holo (1X),Optic,BattlePack
All,QBS-09,Folding Grip,Underbarrel,BattlePack
All,QBS-09,Potato Grip,Underbarrel,BattlePack
All,QBS-09,Vertical Grip,Underbarrel,BattlePack
All,QBS-09,Green Laser Sight,Optic,BattlePack
All,QBS-09,IRNV (IR 1X),Optic,BattlePack
All,QBS-09,Kobra (RDS),Optic,BattlePack
All,QBS-09,M145 (3.4X),Optic,BattlePack
All,QBS-09,Muzzle Brake,Barrel,BattlePack
All,QBS-09,Laser/Light Combo,Accessory,BattlePack
All,QBS-09,PKA-S (1X),Optic,BattlePack
All,QBS-09,PK-A (3.4X),Optic,BattlePack
All,QBS-09,PSO-1 (4X),Optic,BattlePack
All,QBS-09,Reflex (RDS),Optic,BattlePack
All,QBS-09,Tactical Light,Accessory,BattlePack
All,QBS-09,Tri Beam Laser,Accessory,BattlePack
All,870 MCS,Iron Sights,Optic,Default
All,870 MCS,12G Buckshot,Ammo,Default
All,870 MCS,Duckbill,Barrel,10 Kills
All,870 MCS,Reflex (RDS),Optic,20 Kills
All,870 MCS,Laser Sight,Accessory,30 Kills
All,870 MCS,Full Choke,Barrel,40 Kills
All,870 MCS,ACOG (4X),Optic,50 Kills
All,870 MCS,Canted Iron Sights,Accessory,60 Kills
All,870 MCS,Muzzle Brake,Barrel,70 Kills
All,870 MCS,12G Slug,Ammo,80 Kills
All,870 MCS,Holo (1X),Optic,90 Kills
All,870 MCS,Magnifier (2X),Accessory,100 Kills
All,870 MCS,Modified Choke,Barrel,110 Kills
All,870 MCS,12G Dart,Ammo,120 Kills
All,870 MCS,M145 (3.4X),Optic,130 Kills
All,870 MCS,Compensator,Barrel,140 Kills
All,870 MCS,Flash Light,Accessory,150 Kills
All,870 MCS,12G Frag,Ammo,160 Kills
All,870 MCS,Green Laser Sight,Optic,BattlePack
All,870 MCS,FLIR (IR 2X),Optic,BattlePack
All,870 MCS,JGM-4 (4X),Optic,BattlePack
All,870 MCS,Coyote (RDS),Optic,BattlePack
All,870 MCS,PRISMA (3.4X),Optic,BattlePack
All,870 MCS,IRNV (IR 1X),Optic,BattlePack
All,870 MCS,Kobra (RDS),Optic,BattlePack
All,870 MCS,Laser/Light Combo,Accessory,BattlePack
All,870 MCS,PKA-S (1X),Optic,BattlePack
All,870 MCS,PK-A (3.4X),Optic,BattlePack
All,870 MCS,PSO-1 (4X),Optic,BattlePack
All,870 MCS,Tactical Light,Accessory,BattlePack
All,870 MCS,Tri Beam Laser,Accessory,BattlePack
All,870 MCS,HD-33 (1X),Optic,BattlePack
All,M1014,Iron Sights,Optic,Default
All,M1014,12G Buckshot,Ammo,Default
All,M1014,Duckbill,Barrel,10 Kills
All,M1014,Reflex (RDS),Optic,20 Kills
All,M1014,Laser Sight,Accessory,30 Kills
All,M1014,Stubby Grip,Underbarrel,40 Kills
All,M1014,Full Choke,Barrel,50 Kills
All,M1014,ACOG (4X),Optic,60 Kills
All,M1014,Canted Iron Sights,Accessory,70 Kills
All,M1014,Angled Grip,Underbarrel,80 Kills
All,M1014,12G Slug,Ammo,90 Kills
All,M1014,Holo (1X),Optic,100 Kills
All,M1014,Magnifier (2X),Accessory,110 Kills
All,M1014,Modified Choke,Barrel,120 Kills
All,M1014,12G Dart,Ammo,130 Kills
All,M1014,M145 (3.4X),Optic,140 Kills
All,M1014,ERGO Grip,Underbarrel,150 Kills
All,M1014,Flash Light,Accessory,160 Kills
All,M1014,12G Frag,Ammo,170 Kills
All,M1014,FLIR (IR 2X),Optic,BattlePack
All,M1014,PRISMA (3.4X),Optic,BattlePack
All,M1014,JGM-4 (4X),Optic,BattlePack
All,M1014,Compensator,Barrel,BattlePack
All,M1014,Coyote (RDS),Optic,BattlePack
All,M1014,Folding Grip,Underbarrel,BattlePack
All,M1014,Potato Grip,Underbarrel,BattlePack
All,M1014,Vertical Grip,Underbarrel,BattlePack
All,M1014,Green Laser Sight,Optic,BattlePack
All,M1014,IRNV (IR 1X),Optic,BattlePack
All,M1014,Kobra (RDS),Optic,BattlePack
All,M1014,Muzzle Brake,Barrel,BattlePack
All,M1014,Laser/Light Combo,Accessory,BattlePack
All,M1014,PKA-S (1X),Optic,BattlePack
All,M1014,PK-A (3.4X),Optic,BattlePack
All,M1014,PSO-1 (4X),Optic,BattlePack
All,M1014,Tactical Light,Accessory,BattlePack
All,M1014,Tri Beam Laser,Accessory,BattlePack
All,M1014,HD-33 (1X),Optic,BattlePack
All,Hawk 12G,Iron Sights,Optic,Default
All,Hawk 12G,12G Buckshot,Ammo,Default
All,Hawk 12G,Duckbill,Barrel,10 Kills
All,Hawk 12G,Coyote (RDS),Optic,20 Kills
All,Hawk 12G,Laser Sight,Accessory,30 Kills
All,Hawk 12G,Full Choke,Barrel,40 Kills
All,Hawk 12G,JGM-4 (4X),Optic,50 Kills
All,Hawk 12G,Canted Iron Sights,Accessory,60 Kills
All,Hawk 12G,Muzzle Brake,Barrel,70 Kills
All,Hawk 12G,12G Slug,Ammo,80 Kills
All,Hawk 12G,HD-33 (1X),Optic,90 Kills
All,Hawk 12G,Magnifier (2X),Accessory,100 Kills
All,Hawk 12G,Modified Choke,Barrel,110 Kills
All,Hawk 12G,12G Dart,Ammo,120 Kills
All,Hawk 12G,PRISMA (3.4X),Optic,130 Kills
All,Hawk 12G,Compensator,Barrel,140 Kills
All,Hawk 12G,Flash Light,Accessory,150 Kills
All,Hawk 12G,12G Frag,Ammo,160 Kills
All,Hawk 12G,ACOG (4X),Optic,BattlePack
All,Hawk 12G,FLIR (IR 2X),Optic,BattlePack
All,Hawk 12G,Holo (1X),Optic,BattlePack
All,Hawk 12G,Green Laser Sight,Optic,BattlePack
All,Hawk 12G,IRNV (IR 1X),Optic,BattlePack
All,Hawk 12G,Kobra (RDS),Optic,BattlePack
All,Hawk 12G,M145 (3.4X),Optic,BattlePack
All,Hawk 12G,Laser/Light Combo,Accessory,BattlePack
All,Hawk 12G,PKA-S (1X),Optic,BattlePack
All,Hawk 12G,PK-A (3.4X),Optic,BattlePack
All,Hawk 12G,PSO-1 (4X),Optic,BattlePack
All,Hawk 12G,Reflex (RDS),Optic,BattlePack
All,Hawk 12G,Tactical Light,Accessory,BattlePack
All,Hawk 12G,Tri Beam Laser,Accessory,BattlePack
All,Saiga 12K,Iron Sights,Optic,Default
All,Saiga 12K,12G Buckshot,Ammo,Default
All,Saiga 12K,Duckbill,Barrel,10 Kills
All,Saiga 12K,Kobra (RDS),Optic,20 Kills
All,Saiga 12K,Laser Sight,Accessory,30 Kills
All,Saiga 12K,Stubby Grip,Underbarrel,40 Kills
All,Saiga 12K,Full Choke,Barrel,50 Kills
All,Saiga 12K,PSO-1 (4X),Optic,60 Kills
All,Saiga 12K,Canted Iron Sights,Accessory,70 Kills
All,Saiga 12K,Angled Grip,Underbarrel,80 Kills
All,Saiga 12K,12G Slug,Ammo,90 Kills
All,Saiga 12K,PKA-S (1X),Optic,100 Kills
All,Saiga 12K,Magnifier (2X),Accessory,110 Kills
All,Saiga 12K,Modified Choke,Barrel,120 Kills
All,Saiga 12K,12G Dart,Ammo,130 Kills
All,Saiga 12K,PK-A (3.4X),Optic,140 Kills
All,Saiga 12K,ERGO Grip,Underbarrel,150 Kills
All,Saiga 12K,Flash Light,Accessory,160 Kills
All,Saiga 12K,12G Frag,Ammo,170 Kills
All,Saiga 12K,ACOG (4X),Optic,BattlePack
All,Saiga 12K,FLIR (IR 2X),Optic,BattlePack
All,Saiga 12K,PRISMA (3.4X),Optic,BattlePack
All,Saiga 12K,Compensator,Barrel,BattlePack
All,Saiga 12K,JGM-4 (4X),Optic,BattlePack
All,Saiga 12K,Coyote (RDS),Optic,BattlePack
All,Saiga 12K,Holo (1X),Optic,BattlePack
All,Saiga 12K,Folding Grip,Underbarrel,BattlePack
All,Saiga 12K,Potato Grip,Underbarrel,BattlePack
All,Saiga 12K,Vertical Grip,Underbarrel,BattlePack
All,Saiga 12K,Green Laser Sight,Optic,BattlePack
All,Saiga 12K,IRNV (IR 1X),Optic,BattlePack
All,Saiga 12K,M145 (3.4X),Optic,BattlePack
All,Saiga 12K,Muzzle Brake,Barrel,BattlePack
All,Saiga 12K,Laser/Light Combo,Accessory,BattlePack
All,Saiga 12K,Reflex (RDS),Optic,BattlePack
All,Saiga 12K,Tactical Light,Accessory,BattlePack
All,Saiga 12K,Tri Beam Laser,Accessory,BattlePack
All,Saiga 12K,HD-33 (1X),Optic,BattlePack
All,SPAS-12,Iron Sights,Optic,Default
All,SPAS-12,12G Buckshot,Ammo,Default
All,SPAS-12,Duckbill,Barrel,10 Kills
All,SPAS-12,Reflex (RDS),Optic,20 Kills
All,SPAS-12,Laser Sight,Accessory,30 Kills
All,SPAS-12,Full Choke,Barrel,40 Kills
All,SPAS-12,ACOG (4X),Optic,50 Kills
All,SPAS-12,Canted Iron Sights,Accessory,60 Kills
All,SPAS-12,Muzzle Brake,Barrel,70 Kills
All,SPAS-12,12G Slug,Ammo,80 Kills
All,SPAS-12,Holo (1X),Optic,90 Kills
All,SPAS-12,Magnifier (2X),Accessory,100 Kills
All,SPAS-12,Modified Choke,Barrel,110 Kills
All,SPAS-12,12G Dart,Ammo,120 Kills
All,SPAS-12,M145 (3.4X),Optic,130 Kills
All,SPAS-12,Compensator,Barrel,140 Kills
All,SPAS-12,Flash Light,Accessory,150 Kills
All,SPAS-12,12G Frag,Ammo,160 Kills
All,SPAS-12,FLIR (IR 2X),Optic,BattlePack
All,SPAS-12,PRISMA (3.4X),Optic,BattlePack
All,SPAS-12,JGM-4 (4X),Optic,BattlePack
All,SPAS-12,Coyote (RDS),Optic,BattlePack
All,SPAS-12,Green Laser Sight,Optic,BattlePack
All,SPAS-12,IRNV (IR 1X),Optic,BattlePack
All,SPAS-12,Kobra (RDS),Optic,BattlePack
All,SPAS-12,Laser/Light Combo,Accessory,BattlePack
All,SPAS-12,PKA-S (1X),Optic,BattlePack
All,SPAS-12,PK-A (3.4X),Optic,BattlePack
All,SPAS-12,PSO-1 (4X),Optic,BattlePack
All,SPAS-12,Tactical Light,Accessory,BattlePack
All,SPAS-12,Tri Beam Laser,Accessory,BattlePack
All,SPAS-12,HD-33 (1X),Optic,BattlePack
All,UTS 15,Iron Sights,Optic,Default
All,UTS 15,12G Buckshot,Ammo,Default
All,UTS 15,Duckbill,Barrel,10 Kills
All,UTS 15,Reflex (RDS),Optic,20 Kills
All,UTS 15,Laser Sight,Accessory,30 Kills
All,UTS 15,Full Choke,Barrel,40 Kills
All,UTS 15,ACOG (4X),Optic,50 Kills
All,UTS 15,Canted Iron Sights,Accessory,60 Kills
All,UTS 15,Muzzle Brake,Barrel,70 Kills
All,UTS 15,12G Slug,Ammo,80 Kills
All,UTS 15,Holo (1X),Optic,90 Kills
All,UTS 15,Magnifier (2X),Accessory,100 Kills
All,UTS 15,Modified Choke,Barrel,110 Kills
All,UTS 15,12G Dart,Ammo,120 Kills
All,UTS 15,M145 (3.4X),Optic,130 Kills
All,UTS 15,Compensator,Barrel,140 Kills
All,UTS 15,Flash Light,Accessory,150 Kills
All,UTS 15,12G Frag,Ammo,160 Kills
All,UTS 15,FLIR (IR 2X),Optic,BattlePack
All,UTS 15,PRISMA (3.4X),Optic,BattlePack
All,UTS 15,JGM-4 (4X),Optic,BattlePack
All,UTS 15,Coyote (RDS),Optic,BattlePack
All,UTS 15,Green Laser Sight,Optic,BattlePack
All,UTS 15,IRNV (IR 1X),Optic,BattlePack
All,UTS 15,Kobra (RDS),Optic,BattlePack
All,UTS 15,Laser/Light Combo,Accessory,BattlePack
All,UTS 15,PKA-S (1X),Optic,BattlePack
All,UTS 15,PK-A (3.4X),Optic,BattlePack
All,UTS 15,PSO-1 (4X),Optic,BattlePack
All,UTS 15,Tactical Light,Accessory,BattlePack
All,UTS 15,Tri Beam Laser,Accessory,BattlePack
All,UTS 15,HD-33 (1X),Optic,BattlePack
All,DBV-12,Iron Sights,Optic,Default
All,DBV-12,12G Buckshot,Ammo,Default
All,DBV-12,Duckbill,Barrel,10 Kills
All,DBV-12,Kobra (RDS),Optic,20 Kills
All,DBV-12,Laser Sight,Accessory,30 Kills
All,DBV-12,Stubby Grip,Underbarrel,40 Kills
All,DBV-12,Full Choke,Barrel,50 Kills
All,DBV-12,PSO-1 (4X),Optic,60 Kills
All,DBV-12,Canted Iron Sights,Accessory,70 Kills
All,DBV-12,Angled Grip,Underbarrel,80 Kills
All,DBV-12,12G Slug,Ammo,90 Kills
All,DBV-12,PKA-S (1X),Optic,100 Kills
All,DBV-12,Magnifier (2X),Accessory,110 Kills
All,DBV-12,Modified Choke,Barrel,120 Kills
All,DBV-12,12G Dart,Ammo,130 Kills
All,DBV-12,PK-A (3.4X),Optic,140 Kills
All,DBV-12,ERGO Grip,Underbarrel,150 Kills
All,DBV-12,Flash Light,Accessory,160 Kills
All,DBV-12,12G Frag,Ammo,170 Kills
All,DBV-12,ACOG (4X),Optic,BattlePack
All,DBV-12,FLIR (IR 2X),Optic,BattlePack
All,DBV-12,PRISMA (3.4X),Optic,BattlePack
All,DBV-12,Compensator,Barrel,BattlePack
All,DBV-12,JGM-4 (4X),Optic,BattlePack
All,DBV-12,Coyote (RDS),Optic,BattlePack
All,DBV-12,Holo (1X),Optic,BattlePack
All,DBV-12,Folding Grip,Underbarrel,BattlePack
All,DBV-12,Potato Grip,Underbarrel,BattlePack
All,DBV-12,Vertical Grip,Underbarrel,BattlePack
All,DBV-12,Green Laser Sight,Optic,BattlePack
All,DBV-12,IRNV (IR 1X),Optic,BattlePack
All,DBV-12,M145 (3.4X),Optic,BattlePack
All,DBV-12,Muzzle Brake,Barrel,BattlePack
All,DBV-12,Laser/Light Combo,Accessory,BattlePack
All,DBV-12,Reflex (RDS),Optic,BattlePack
All,DBV-12,Tactical Light,Accessory,BattlePack
All,DBV-12,Tri Beam Laser,Accessory,BattlePack
All,DBV-12,HD-33 (1X),Optic,BattlePack
All,DAO-12,Iron Sights,Optic,Default
All,DAO-12,12G Buckshot,Ammo,Default
All,DAO-12,Duckbill,Barrel,10 Kills
All,DAO-12,Reflex (RDS),Optic,20 Kills
All,DAO-12,Laser Sight,Accessory,30 Kills
All,DAO-12,Full Choke,Barrel,40 Kills
All,DAO-12,ACOG (4X),Optic,50 Kills
All,DAO-12,Muzzle Brake,Barrel,60 Kills
All,DAO-12,12G Slug,Ammo,70 Kills
All,DAO-12,Holo (1X),Optic,80 Kills
All,DAO-12,Modified Choke,Accessory,90 Kills
All,DAO-12,12G Dart,Ammo,100 Kills
All,DAO-12,M135 (3.4X),Optic,110 Kills
All,DAO-12,Compensator,Barrel,120 Kills
All,DAO-12,Flash Light,Accessory,130 Kills
All,DAO-12,12G Frag,Ammo,140 Kills
All,DAO-12,FLIR (IR 2X),Optic,BattlePack
All,DAO-12,PRISMA (3.4X),Optic,BattlePack
All,DAO-12,JGM-4 (4X),Optic,BattlePack
All,DAO-12,Coyote (RDS),Optic,BattlePack
All,DAO-12,Green Laser Sight,Accessory,BattlePack
All,DAO-12,IRNV (IR 1X),Optic,BattlePack
All,DAO-12,Kobra (RDS),Optic,BattlePack
All,DAO-12,Laser/Light Combo,Accessory,BattlePack
All,DAO-12,PKA-S (1X),Optic,BattlePack
All,DAO-12,PK-A (3.4X),Optic,BattlePack
All,DAO-12,PSO-1 (4X),Optic,BattlePack
All,DAO-12,Tactical Light,Accessory,BattlePack
All,DAO-12,Tri Beam Laser,Accessory,BattlePack
All,DAO-12,HD-33 (1X),Optic,BattlePack
All,RFB,Iron Sights,Optic,Default
All,RFB,ACOG (4X),Optic,10 Kills
All,RFB,Canted Iron Sights,Accessory,20 Kills
All,RFB,Angled Grip,Underbarrel,30 Kills
All,RFB,Heavy Barrel,Barrel,40 Kills
All,RFB,Reflex (RDS),Optic,50 Kills
All,RFB,Laser Sight,Accessory,60 Kills
All,RFB,ERGO Grip,Underbarrel,70 Kills
All,RFB,Suppressor,Barrel,80 Kills
All,RFB,Holo (1X),Optic,90 Kills
All,RFB,Magnifier (2X),Accessory,100 Kills
All,RFB,Stubby Grip,Underbarrel,110 Kills
All,RFB,Muzzle Brake,Barrel,120 Kills
All,RFB,M145 (3.4X),Optic,130 Kills
All,RFB,Flash Light,Accessory,140 Kills
All,RFB,Bipod,Underbarrel,150 Kills
All,RFB,Compensator,Barrel,160 Kills
All,RFB,FLIR (IR 2X),Optic,BattlePack
All,RFB,PRISMA (3.4X),Optic,BattlePack
All,RFB,JGM-4 (4X),Optic,BattlePack
All,RFB,Coyote (RDS),Optic,BattlePack
All,RFB,Flash Hider,Barrel,BattlePack
All,RFB,Folding Grip,Underbarrel,BattlePack
All,RFB,Potato Grip,Underbarrel,BattlePack
All,RFB,Vertical Grip,Underbarrel,BattlePack
All,RFB,Green Laser Sight,Optic,BattlePack
All,RFB,IRNV (IR 1X),Optic,BattlePack
All,RFB,Kobra (RDS),Optic,BattlePack
All,RFB,LS06 Suppressor,Barrel,BattlePack
All,RFB,PBS-4 Suppressor,Barrel,BattlePack
All,RFB,Laser/Light Combo,Accessory,BattlePack
All,RFB,PKA-S (1X),Optic,BattlePack
All,RFB,PK-A (3.4X),Optic,BattlePack
All,RFB,PSO-1 (4X),Optic,BattlePack
All,RFB,R2 Suppressor,Barrel,BattlePack
All,RFB,Tactical Light,Accessory,BattlePack
All,RFB,Tri Beam Laser,Accessory,BattlePack
All,RFB,HD-33 (1X),Optic,BattlePack
All,MK11 MOD 0,Iron Sights,Optic,Default
All,MK11 MOD 0,ACOG (4X),Optic,10 Kills
All,MK11 MOD 0,Canted Iron Sights,Accessory,20 Kills
All,MK11 MOD 0,Angled Grip,Underbarrel,30 Kills
All,MK11 MOD 0,Heavy Barrel,Barrel,40 Kills
All,MK11 MOD 0,Reflex (RDS),Optic,50 Kills
All,MK11 MOD 0,Laser Sight,Accessory,60 Kills
All,MK11 MOD 0,ERGO Grip,Underbarrel,70 Kills
All,MK11 MOD 0,Suppressor,Barrel,80 Kills
All,MK11 MOD 0,Holo (1X),Optic,90 Kills
All,MK11 MOD 0,Magnifier (2X),Accessory,100 Kills
All,MK11 MOD 0,Stubby Grip,Underbarrel,110 Kills
All,MK11 MOD 0,Muzzle Brake,Barrel,120 Kills
All,MK11 MOD 0,M145 (3.4X),Optic,130 Kills
All,MK11 MOD 0,Flash Light,Accessory,140 Kills
All,MK11 MOD 0,Bipod,Underbarrel,150 Kills
All,MK11 MOD 0,Compensator,Barrel,160 Kills
All,MK11 MOD 0,FLIR (IR 2X),Optic,BattlePack
All,MK11 MOD 0,PRISMA (3.4X),Optic,BattlePack
All,MK11 MOD 0,JGM-4 (4X),Optic,BattlePack
All,MK11 MOD 0,Coyote (RDS),Optic,BattlePack
All,MK11 MOD 0,Flash Hider,Barrel,BattlePack
All,MK11 MOD 0,Folding Grip,Underbarrel,BattlePack
All,MK11 MOD 0,Potato Grip,Underbarrel,BattlePack
All,MK11 MOD 0,Vertical Grip,Underbarrel,BattlePack
All,MK11 MOD 0,Green Laser Sight,Optic,BattlePack
All,MK11 MOD 0,IRNV (IR 1X),Optic,BattlePack
All,MK11 MOD 0,Kobra (RDS),Optic,BattlePack
All,MK11 MOD 0,LS06 Suppressor,Barrel,BattlePack
All,MK11 MOD 0,PBS-4 Suppressor,Barrel,BattlePack
All,MK11 MOD 0,Laser/Light Combo,Accessory,BattlePack
All,MK11 MOD 0,PKA-S (1X),Optic,BattlePack
All,MK11 MOD 0,PK-A (3.4X),Optic,BattlePack
All,MK11 MOD 0,PSO-1 (4X),Optic,BattlePack
All,MK11 MOD 0,R2 Suppressor,Barrel,BattlePack
All,MK11 MOD 0,Tactical Light,Accessory,BattlePack
All,MK11 MOD 0,Tri Beam Laser,Accessory,BattlePack
All,MK11 MOD 0,HD-33 (1X),Optic,BattlePack
All,SKS,Iron Sights,Optic,Default
All,SKS,PSO-1 (4X),Optic,10 Kills
All,SKS,Canted Iron Sights,Accessory,20 Kills
All,SKS,Angled Grip,Underbarrel,30 Kills
All,SKS,Heavy Barrel,Barrel,40 Kills
All,SKS,Kobra (RDS),Optic,50 Kills
All,SKS,Laser Sight,Accessory,60 Kills
All,SKS,ERGO Grip,Underbarrel,70 Kills
All,SKS,PBS-4 Suppressor,Barrel,80 Kills
All,SKS,PKA-S (1X),Optic,90 Kills
All,SKS,Magnifier (2X),Accessory,100 Kills
All,SKS,Stubby Grip,Underbarrel,110 Kills
All,SKS,Muzzle Brake,Barrel,120 Kills
All,SKS,PK-A (3.4X),Optic,130 Kills
All,SKS,Flash Light,Accessory,140 Kills
All,SKS,Bipod,Underbarrel,150 Kills
All,SKS,Compensator,Barrel,160 Kills
All,SKS,FLIR (IR 2X),Optic,BattlePack
All,SKS,ACOG (4X),Optic,BattlePack
All,SKS,PRISMA (3.4X),Optic,BattlePack
All,SKS,JGM-4 (4X),Optic,BattlePack
All,SKS,Coyote (RDS),Optic,BattlePack
All,SKS,Holo (1X),Optic,BattlePack
All,SKS,Folding Grip,Underbarrel,BattlePack
All,SKS,Potato Grip,Underbarrel,BattlePack
All,SKS,Vertical Grip,Underbarrel,BattlePack
All,SKS,IRNV (IR 1X),Optic,BattlePack
All,SKS,LS06 Suppressor,Barrel,BattlePack
All,SKS,M145 (3.4X),Optic,BattlePack
All,SKS,Laser/Light Combo,Accessory,BattlePack
All,SKS,R2 Suppressor,Barrel,BattlePack
All,SKS,Reflex (RDS),Optic,BattlePack
All,SKS,Suppressor,Barrel,BattlePack
All,SKS,Tactical Light,Accessory,BattlePack
All,SKS,Tri Beam Laser,Accessory,BattlePack
All,SKS,HD-33 (1X),Optic,BattlePack
All,SKS,Flash Hider,Barrel,BattlePack
All,SKS,Green Laser Sight,Optic,BattlePack
All,SVD-12,Iron Sights,Optic,Default
All,SVD-12,PSO-1 (4X),Optic,10 Kills
All,SVD-12,Canted Iron Sights,Accessory,20 Kills
All,SVD-12,Angled Grip,Underbarrel,30 Kills
All,SVD-12,Heavy Barrel,Barrel,40 Kills
All,SVD-12,Kobra (RDS),Optic,50 Kills
All,SVD-12,Laser Sight,Accessory,60 Kills
All,SVD-12,ERGO Grip,Underbarrel,70 Kills
All,SVD-12,PBS-4 Suppressor,Barrel,80 Kills
All,SVD-12,PKA-S (1X),Optic,90 Kills
All,SVD-12,Magnifier (2X),Accessory,100 Kills
All,SVD-12,Stubby Grip,Underbarrel,110 Kills
All,SVD-12,Muzzle Brake,Barrel,120 Kills
All,SVD-12,PK-A (3.4X),Optic,130 Kills
All,SVD-12,Flash Light,Accessory,140 Kills
All,SVD-12,Bipod,Underbarrel,150 Kills
All,SVD-12,Compensator,Barrel,160 Kills
All,SVD-12,FLIR (IR 2X),Optic,BattlePack
All,SVD-12,ACOG (4X),Optic,BattlePack
All,SVD-12,PRISMA (3.4X),Optic,BattlePack
All,SVD-12,JGM-4 (4X),Optic,BattlePack
All,SVD-12,Coyote (RDS),Optic,BattlePack
All,SVD-12,Holo (1X),Optic,BattlePack
All,SVD-12,Folding Grip,Underbarrel,BattlePack
All,SVD-12,Potato Grip,Underbarrel,BattlePack
All,SVD-12,Vertical Grip,Underbarrel,BattlePack
All,SVD-12,IRNV (IR 1X),Optic,BattlePack
All,SVD-12,LS06 Suppressor,Barrel,BattlePack
All,SVD-12,M145 (3.4X),Optic,BattlePack
All,SVD-12,Laser/Light Combo,Accessory,BattlePack
All,SVD-12,R2 Suppressor,Barrel,BattlePack
All,SVD-12,Reflex (RDS),Optic,BattlePack
All,SVD-12,Suppressor,Barrel,BattlePack
All,SVD-12,Tactical Light,Accessory,BattlePack
All,SVD-12,Tri Beam Laser,Accessory,BattlePack
All,SVD-12,HD-33 (1X),Optic,BattlePack
All,SVD-12,Flash Hider,Barrel,BattlePack
All,SVD-12,Green Laser Sight,Optic,BattlePack
All,QBU-88,Iron Sights,Optic,Default
All,QBU-88,JGM-4 (4X),Optic,10 Kills
All,QBU-88,Canted Iron Sights,Accessory,20 Kills
All,QBU-88,Angled Grip,Underbarrel,30 Kills
All,QBU-88,Heavy Barrel,Barrel,40 Kills
All,QBU-88,Coyote (RDS),Optic,50 Kills
All,QBU-88,Laser Sight,Accessory,60 Kills
All,QBU-88,ERGO Grip,Underbarrel,70 Kills
All,QBU-88,LS06 Suppressor,Barrel,80 Kills
All,QBU-88,HD-33 (1X),Optic,90 Kills
All,QBU-88,Magnifier (2X),Accessory,100 Kills
All,QBU-88,Stubby Grip,Underbarrel,110 Kills
All,QBU-88,Muzzle Brake,Barrel,120 Kills
All,QBU-88,PRISMA (3.4X),Optic,130 Kills
All,QBU-88,Flash Light,Accessory,140 Kills
All,QBU-88,Bipod,Underbarrel,150 Kills
All,QBU-88,Compensator,Barrel,160 Kills
All,QBU-88,Folding Grip,Underbarrel,BattlePack
All,QBU-88,Potato Grip,Underbarrel,BattlePack
All,QBU-88,Vertical Grip,Underbarrel,BattlePack
All,QBU-88,PBS-4 Suppressor,Barrel,BattlePack
All,QBU-88,R2 Suppressor,Barrel,BattlePack
All,QBU-88,Suppressor,Barrel,BattlePack
